Transaction_ID,Date,Customer_Name,Product,Total_Item,Total_Cost,Payment_Method,City,Store_Type,Discount_,Customer_Category,Season,Promotion
100000508,26-10-2023 05:07,Customer_268,"['Biscuits', 'Vegetables', 'Soap', 'Cold Drink', 'Chocolate']",5,464.01,Mobile Payment,Mumbai,Grocery Store,FALSE,Student,Spring,10% OFF
100000509,14-09-2023 00:01,Customer_26,"['Butter', 'Sugar', 'Cold Drink', 'Fruits', 'Biscuits']",5,912.64,Mobile Payment,Chennai,Department Store,TRUE,Businessperson,Rainy,BOGO (Buy One Get One)
100000510,20-07-2024 23:09,Customer_327,"['Tea', 'Shampoo', 'Eggs', 'Snacks', 'Cold Drink', 'Chocolate', 'Butter']",7,1069.42,UPI,Jaipur,Department Store,FALSE,Homemaker,Winter,10% OFF
100000511,06-03-2023 21:26,Customer_237,"['Soap', 'Shampoo', 'Tea', 'Eggs', 'Butter', 'Snacks', 'Detergent', 'Sugar', 'Biscuits']",9,1461.41,UPI,Delhi,Department Store,FALSE,Professional,Rainy,BOGO (Buy One Get One)
100000512,25-06-2023 18:32,Customer_461,"['Cold Drink', 'Milk', 'Shampoo', 'Butter', 'Vegetables', 'Oil', 'Rice', 'Detergent', 'Snacks', 'Chocolate']",10,1788.93,Mobile Payment,Surat,Convenience Store,TRUE,Professional,Summer,Festive Offer
100000513,06-10-2020 07:37,Customer_459,"['Cold Drink', 'Biscuits', 'Rice']",3,502.69,Mobile Payment,Mumbai,Department Store,TRUE,Student,Summer,BOGO (Buy One Get One)
100000514,31-07-2020 16:10,Customer_13,"['Coffee', 'Shampoo', 'Milk', 'Eggs', 'Cold Drink', 'Toothpaste', 'Detergent', 'Bread', 'Fruits']",9,1720.17,Cash,Bengaluru,Convenience Store,TRUE,Businessperson,Spring,10% OFF
100000515,15-08-2021 22:47,Customer_52,"['Chocolate', 'Sugar', 'Snacks', 'Shampoo', 'Fruits', 'Spices', 'Biscuits', 'Milk', 'Detergent', 'Toothpaste']",10,1295.19,Credit Card,Bengaluru,Grocery Store,FALSE,Homemaker,Winter,BOGO (Buy One Get One)
100000516,02-01-2022 17:05,Customer_439,"['Toothpaste', 'Sugar', 'Fruits', 'Shampoo', 'Bread', 'Chocolate', 'Oil', 'Coffee', 'Soap']",9,1572.58,UPI,Ahmedabad,Grocery Store,TRUE,Homemaker,Summer,10% OFF
100000517,20-04-2023 19:49,Customer_179,"['Biscuits', 'Shampoo', 'Bread', 'Milk', 'Rice', 'Tea', 'Sugar', 'Vegetables', 'Eggs', 'Fruits']",10,1802.3,UPI,Ahmedabad,Supermarket,TRUE,Homemaker,Winter,None
100000518,30-09-2024 02:29,Customer_227,"['Biscuits', 'Rice', 'Soap', 'Oil', 'Eggs', 'Sugar']",6,774.39,Credit Card,Hyderabad,Department Store,TRUE,Businessperson,Summer,None
100000519,07-04-2023 00:49,Customer_323,"['Toothpaste', 'Milk']",2,513.96,Credit Card,Ahmedabad,Convenience Store,TRUE,Homemaker,Summer,Festive Offer
100000520,24-01-2021 07:04,Customer_293,"['Fruits', 'Sugar', 'Spices', 'Butter', 'Bread', 'Detergent', 'Toothpaste', 'Oil']",8,821.16,Credit Card,Mumbai,Department Store,FALSE,Homemaker,Spring,10% OFF
100000521,19-05-2020 05:23,Customer_496,"['Bread', 'Vegetables', 'Detergent', 'Fruits', 'Cold Drink']",5,553.22,Credit Card,Mumbai,Supermarket,FALSE,Businessperson,Rainy,BOGO (Buy One Get One)
100000522,16-11-2021 02:01,Customer_72,"['Vegetables', 'Oil', 'Milk', 'Detergent']",4,757.19,Mobile Payment,Pune,Supermarket,FALSE,Student,Spring,BOGO (Buy One Get One)
100000523,08-07-2021 01:25,Customer_54,['Chocolate'],1,157.21,Credit Card,Ahmedabad,Grocery Store,FALSE,Professional,Winter,None
100000524,23-02-2020 06:41,Customer_274,"['Shampoo', 'Rice', 'Vegetables', 'Chocolate', 'Milk', 'Toothpaste', 'Biscuits', 'Coffee', 'Sugar', 'Bread']",10,1366.65,Cash,Delhi,Convenience Store,TRUE,Professional,Spring,None
100000525,30-06-2024 00:30,Customer_448,"['Milk', 'Bread', 'Biscuits', 'Butter']",4,514.93,Cash,Chennai,Department Store,FALSE,Businessperson,Winter,None
100000526,05-06-2020 08:32,Customer_481,"['Toothpaste', 'Chocolate', 'Sugar', 'Detergent', 'Coffee', 'Vegetables', 'Butter', 'Soap', 'Snacks']",9,1424.54,UPI,Chennai,Supermarket,TRUE,Professional,Summer,10% OFF
100000527,28-02-2024 18:52,Customer_108,"['Sugar', 'Butter']",2,98.58,UPI,Kolkata,Supermarket,TRUE,Businessperson,Winter,10% OFF
100000528,23-07-2021 20:04,Customer_197,"['Bread', 'Milk', 'Snacks', 'Shampoo', 'Chocolate']",5,470.28,UPI,Jaipur,Supermarket,FALSE,Student,Rainy,None
100000529,31-05-2023 11:28,Customer_473,"['Spices', 'Toothpaste', 'Rice', 'Oil', 'Tea']",5,1249.65,UPI,Chennai,Convenience Store,FALSE,Businessperson,Rainy,BOGO (Buy One Get One)
100000530,19-02-2022 15:57,Customer_382,"['Butter', 'Rice', 'Snacks', 'Vegetables']",4,392.58,UPI,Mumbai,Convenience Store,FALSE,Homemaker,Rainy,10% OFF
100000531,21-05-2024 22:17,Customer_415,"['Rice', 'Eggs', 'Cold Drink', 'Oil', 'Snacks', 'Tea', 'Bread', 'Detergent', 'Shampoo', 'Biscuits']",10,1636.65,Credit Card,Delhi,Grocery Store,TRUE,Homemaker,Rainy,10% OFF
100000532,14-11-2024 16:53,Customer_66,"['Soap', 'Butter', 'Milk', 'Detergent']",4,532.41,Credit Card,Mumbai,Convenience Store,TRUE,Student,Rainy,10% OFF
100000533,03-02-2020 23:09,Customer_433,"['Vegetables', 'Milk', 'Detergent', 'Sugar', 'Eggs', 'Spices']",6,727.32,UPI,Delhi,Grocery Store,FALSE,Professional,Winter,10% OFF
100000534,28-05-2023 12:17,Customer_172,"['Sugar', 'Chocolate', 'Cold Drink', 'Rice', 'Soap', 'Spices', 'Fruits']",7,759.84,Credit Card,Hyderabad,Grocery Store,TRUE,Professional,Spring,None
100000535,07-06-2020 07:39,Customer_290,"['Spices', 'Vegetables', 'Tea', 'Eggs', 'Milk', 'Cold Drink', 'Detergent', 'Oil', 'Snacks']",9,1497.85,Credit Card,Delhi,Department Store,FALSE,Businessperson,Rainy,None
100000536,21-12-2021 19:07,Customer_259,"['Sugar', 'Chocolate']",2,325.71,UPI,Hyderabad,Convenience Store,TRUE,Professional,Spring,BOGO (Buy One Get One)
100000537,25-05-2023 08:53,Customer_408,"['Oil', 'Biscuits', 'Eggs', 'Bread', 'Tea']",5,1031.81,Cash,Kolkata,Supermarket,TRUE,Student,Spring,10% OFF
100000538,16-04-2024 18:55,Customer_365,"['Eggs', 'Butter', 'Milk', 'Tea', 'Rice', 'Sugar', 'Bread', 'Vegetables']",8,1485.85,Mobile Payment,Pune,Pharmacy,TRUE,Student,Winter,10% OFF
100000539,08-07-2022 13:57,Customer_323,"['Tea', 'Cold Drink', 'Chocolate', 'Butter', 'Soap', 'Sugar', 'Shampoo', 'Spices']",8,1479.12,UPI,Bengaluru,Convenience Store,FALSE,Student,Summer,10% OFF
100000540,07-10-2022 11:38,Customer_25,"['Fruits', 'Biscuits', 'Spices', 'Tea', 'Cold Drink', 'Soap', 'Toothpaste', 'Coffee', 'Bread', 'Sugar']",10,1554.65,Credit Card,Chennai,Grocery Store,FALSE,Professional,Summer,10% OFF
100000541,15-06-2021 20:41,Customer_386,"['Detergent', 'Snacks']",2,120.88,Cash,Mumbai,Convenience Store,TRUE,Professional,Winter,Festive Offer
100000542,31-08-2024 00:52,Customer_190,"['Cold Drink', 'Spices', 'Tea', 'Coffee']",4,549.38,Mobile Payment,Kolkata,Grocery Store,FALSE,Homemaker,Winter,BOGO (Buy One Get One)
100000543,24-07-2021 22:49,Customer_60,"['Bread', 'Detergent', 'Biscuits', 'Oil', 'Soap', 'Snacks']",6,917.94,Mobile Payment,Ahmedabad,Supermarket,FALSE,Professional,Winter,None
100000544,18-05-2021 04:40,Customer_301,"['Detergent', 'Toothpaste', 'Snacks', 'Chocolate', 'Butter', 'Biscuits', 'Tea']",7,875.82,Cash,Mumbai,Grocery Store,TRUE,Businessperson,Summer,BOGO (Buy One Get One)
100000545,20-03-2020 14:16,Customer_353,"['Biscuits', 'Shampoo', 'Detergent', 'Sugar', 'Chocolate']",5,1232.74,UPI,Kolkata,Grocery Store,FALSE,Businessperson,Rainy,None
100000546,24-03-2021 03:50,Customer_494,"['Tea', 'Coffee', 'Oil', 'Detergent', 'Biscuits']",5,545.89,Cash,Kolkata,Grocery Store,FALSE,Professional,Winter,10% OFF
100000547,02-07-2021 17:19,Customer_111,"['Milk', 'Vegetables', 'Oil', 'Snacks', 'Spices', 'Toothpaste', 'Coffee']",7,908.18,Mobile Payment,Chennai,Grocery Store,FALSE,Professional,Summer,BOGO (Buy One Get One)
100000548,15-05-2024 21:20,Customer_57,"['Biscuits', 'Oil', 'Butter', 'Rice', 'Fruits', 'Shampoo', 'Toothpaste', 'Milk', 'Sugar', 'Soap']",10,1700.36,Cash,Chennai,Department Store,FALSE,Homemaker,Spring,BOGO (Buy One Get One)
100000549,06-02-2023 08:29,Customer_482,['Milk'],1,255.19,Mobile Payment,Jaipur,Grocery Store,FALSE,Student,Summer,10% OFF
100000550,09-09-2021 00:49,Customer_118,"['Milk', 'Snacks', 'Eggs', 'Shampoo']",4,561.13,Mobile Payment,Delhi,Supermarket,FALSE,Student,Winter,BOGO (Buy One Get One)
100000551,14-07-2020 20:04,Customer_406,"['Toothpaste', 'Cold Drink', 'Oil', 'Tea', 'Rice', 'Butter', 'Coffee']",7,978.4,UPI,Jaipur,Pharmacy,FALSE,Homemaker,Summer,Festive Offer
100000552,05-02-2020 16:57,Customer_373,"['Sugar', 'Vegetables', 'Eggs', 'Coffee', 'Detergent', 'Cold Drink', 'Rice']",7,1040.74,Mobile Payment,Delhi,Convenience Store,TRUE,Professional,Spring,BOGO (Buy One Get One)
100000553,20-06-2020 04:49,Customer_207,"['Chocolate', 'Fruits', 'Detergent', 'Milk', 'Biscuits', 'Butter', 'Toothpaste', 'Coffee', 'Sugar', 'Soap']",10,1566.91,Cash,Pune,Grocery Store,FALSE,Student,Winter,Festive Offer
100000554,03-12-2023 02:38,Customer_193,"['Rice', 'Soap', 'Fruits']",3,422.06,Mobile Payment,Mumbai,Grocery Store,FALSE,Professional,Spring,BOGO (Buy One Get One)
100000555,13-03-2024 18:40,Customer_215,"['Rice', 'Cold Drink', 'Eggs', 'Tea', 'Spices', 'Sugar', 'Oil']",7,994.52,Credit Card,Jaipur,Convenience Store,FALSE,Businessperson,Spring,BOGO (Buy One Get One)
100000556,07-11-2021 04:37,Customer_85,"['Chocolate', 'Rice', 'Oil', 'Tea', 'Soap', 'Bread', 'Detergent', 'Milk', 'Spices']",9,988.72,Cash,Pune,Supermarket,TRUE,Homemaker,Rainy,Festive Offer
100000557,11-04-2023 10:26,Customer_189,"['Shampoo', 'Snacks', 'Vegetables', 'Toothpaste', 'Bread', 'Cold Drink', 'Chocolate', 'Milk', 'Sugar', 'Eggs']",10,1482.44,UPI,Hyderabad,Department Store,TRUE,Professional,Summer,None
100000558,03-07-2024 20:59,Customer_76,"['Soap', 'Chocolate', 'Rice']",3,398.73,UPI,Ahmedabad,Grocery Store,FALSE,Homemaker,Winter,BOGO (Buy One Get One)
100000559,21-02-2023 13:25,Customer_194,"['Chocolate', 'Sugar', 'Cold Drink', 'Fruits', 'Oil', 'Snacks', 'Milk']",7,1813.24,UPI,Kolkata,Pharmacy,TRUE,Businessperson,Rainy,BOGO (Buy One Get One)
100000560,21-02-2020 12:28,Customer_438,"['Sugar', 'Tea', 'Toothpaste', 'Vegetables', 'Shampoo', 'Soap', 'Bread', 'Biscuits']",8,1381.71,Mobile Payment,Surat,Pharmacy,TRUE,Homemaker,Spring,Festive Offer
100000561,30-03-2020 23:44,Customer_361,"['Snacks', 'Milk', 'Rice', 'Chocolate', 'Coffee']",5,1035.04,Mobile Payment,Pune,Supermarket,TRUE,Professional,Summer,None
100000562,09-05-2022 04:04,Customer_29,"['Milk', 'Oil', 'Eggs', 'Snacks', 'Toothpaste', 'Spices', 'Cold Drink', 'Sugar']",8,1577.8,Mobile Payment,Ahmedabad,Grocery Store,TRUE,Student,Summer,BOGO (Buy One Get One)
100000563,01-02-2024 09:06,Customer_43,"['Coffee', 'Milk', 'Snacks']",3,524.88,Mobile Payment,Chennai,Pharmacy,FALSE,Student,Rainy,Festive Offer
100000564,09-03-2023 23:46,Customer_45,"['Coffee', 'Bread', 'Eggs', 'Spices', 'Soap', 'Sugar', 'Milk', 'Fruits', 'Chocolate', 'Cold Drink']",10,1472.83,Cash,Bengaluru,Pharmacy,TRUE,Businessperson,Rainy,BOGO (Buy One Get One)
100000565,25-07-2021 04:47,Customer_290,"['Tea', 'Detergent', 'Toothpaste', 'Snacks', 'Vegetables', 'Bread']",6,781.93,UPI,Bengaluru,Supermarket,FALSE,Professional,Summer,Festive Offer
100000566,11-12-2021 22:03,Customer_416,"['Toothpaste', 'Oil', 'Fruits', 'Snacks', 'Bread']",5,666.25,Cash,Kolkata,Department Store,FALSE,Homemaker,Rainy,Festive Offer
100000567,10-09-2023 20:05,Customer_462,['Oil'],1,213.37,Credit Card,Mumbai,Department Store,FALSE,Businessperson,Rainy,10% OFF
100000568,19-08-2023 03:25,Customer_96,"['Cold Drink', 'Soap', 'Coffee', 'Spices', 'Rice', 'Detergent']",6,1077.91,Credit Card,Pune,Convenience Store,FALSE,Businessperson,Spring,10% OFF
100000569,23-03-2020 07:59,Customer_391,"['Eggs', 'Tea', 'Spices', 'Snacks', 'Shampoo', 'Cold Drink', 'Rice', 'Bread', 'Fruits']",9,1426.31,Mobile Payment,Delhi,Pharmacy,TRUE,Homemaker,Spring,Festive Offer
100000570,04-12-2020 15:43,Customer_1,"['Toothpaste', 'Soap', 'Cold Drink']",3,421.47,UPI,Delhi,Department Store,TRUE,Homemaker,Winter,Festive Offer
100000571,22-11-2020 11:45,Customer_52,"['Vegetables', 'Shampoo', 'Toothpaste', 'Chocolate', 'Spices', 'Tea', 'Detergent', 'Sugar']",8,1185.21,UPI,Surat,Grocery Store,TRUE,Homemaker,Spring,None
100000572,30-03-2021 20:46,Customer_92,"['Sugar', 'Biscuits', 'Oil', 'Fruits']",4,939.02,Cash,Bengaluru,Grocery Store,TRUE,Student,Summer,10% OFF
100000573,10-06-2022 03:10,Customer_174,"['Soap', 'Tea', 'Butter', 'Cold Drink', 'Fruits', 'Toothpaste', 'Oil']",7,1205.78,UPI,Delhi,Pharmacy,TRUE,Businessperson,Winter,BOGO (Buy One Get One)
100000574,15-10-2021 04:23,Customer_295,"['Shampoo', 'Coffee', 'Rice', 'Chocolate', 'Biscuits', 'Toothpaste', 'Fruits', 'Vegetables', 'Butter']",9,1782.9,Credit Card,Delhi,Department Store,FALSE,Businessperson,Winter,BOGO (Buy One Get One)
100000575,15-01-2020 11:30,Customer_486,"['Snacks', 'Toothpaste', 'Fruits', 'Coffee', 'Tea', 'Rice', 'Detergent', 'Butter', 'Vegetables', 'Milk']",10,1406.49,Credit Card,Pune,Grocery Store,TRUE,Businessperson,Rainy,10% OFF
100000576,26-07-2023 01:12,Customer_306,"['Sugar', 'Milk']",2,288.97,Cash,Delhi,Convenience Store,TRUE,Professional,Summer,Festive Offer
100000577,01-06-2022 09:22,Customer_177,"['Biscuits', 'Detergent', 'Fruits', 'Coffee', 'Milk', 'Chocolate', 'Soap', 'Tea']",8,1199.65,Credit Card,Ahmedabad,Grocery Store,TRUE,Professional,Rainy,None
100000578,09-09-2024 14:47,Customer_495,"['Toothpaste', 'Spices']",2,183.61,Cash,Mumbai,Pharmacy,FALSE,Professional,Spring,10% OFF
100000579,09-03-2024 23:30,Customer_399,"['Snacks', 'Fruits', 'Milk']",3,665.85,Credit Card,Mumbai,Grocery Store,TRUE,Student,Spring,BOGO (Buy One Get One)
100000580,16-07-2021 09:06,Customer_237,"['Oil', 'Eggs', 'Detergent', 'Vegetables', 'Rice', 'Sugar', 'Soap', 'Spices', 'Milk', 'Cold Drink']",10,1564.6,Credit Card,Kolkata,Department Store,FALSE,Businessperson,Summer,BOGO (Buy One Get One)
100000581,10-10-2023 13:18,Customer_131,"['Milk', 'Spices', 'Bread', 'Chocolate', 'Sugar', 'Biscuits', 'Eggs']",7,1058.11,Cash,Surat,Pharmacy,FALSE,Businessperson,Winter,10% OFF
100000582,13-02-2023 16:45,Customer_121,"['Vegetables', 'Butter', 'Shampoo', 'Eggs', 'Fruits', 'Toothpaste', 'Chocolate']",7,1289.84,UPI,Pune,Department Store,FALSE,Homemaker,Rainy,10% OFF
100000583,14-07-2023 03:36,Customer_341,"['Fruits', 'Vegetables', 'Spices', 'Shampoo', 'Detergent', 'Tea']",6,1046.56,UPI,Chennai,Supermarket,FALSE,Businessperson,Summer,None
100000584,24-02-2022 19:48,Customer_335,"['Tea', 'Biscuits', 'Toothpaste', 'Rice', 'Detergent', 'Bread', 'Cold Drink']",7,1366.59,UPI,Delhi,Pharmacy,TRUE,Businessperson,Summer,BOGO (Buy One Get One)
100000585,26-07-2022 12:35,Customer_371,"['Soap', 'Chocolate', 'Toothpaste', 'Oil']",4,273.73,UPI,Hyderabad,Convenience Store,FALSE,Professional,Summer,Festive Offer
100000586,21-10-2022 21:53,Customer_57,"['Oil', 'Soap', 'Detergent', 'Coffee', 'Bread', 'Rice', 'Sugar', 'Fruits', 'Biscuits', 'Tea']",10,1917.06,Mobile Payment,Kolkata,Grocery Store,TRUE,Homemaker,Spring,None
100000587,14-01-2022 13:38,Customer_367,"['Coffee', 'Tea', 'Eggs', 'Vegetables', 'Butter', 'Spices', 'Chocolate', 'Shampoo', 'Cold Drink']",9,1192.81,Mobile Payment,Kolkata,Grocery Store,TRUE,Homemaker,Rainy,10% OFF
100000588,12-11-2023 15:10,Customer_170,"['Snacks', 'Spices', 'Biscuits', 'Milk', 'Butter', 'Bread', 'Vegetables', 'Chocolate']",8,1262.72,UPI,Chennai,Department Store,TRUE,Professional,Rainy,Festive Offer
100000589,10-06-2021 21:44,Customer_117,['Toothpaste'],1,179.14,Cash,Surat,Supermarket,FALSE,Homemaker,Spring,Festive Offer
100000590,20-06-2023 05:48,Customer_498,"['Butter', 'Spices', 'Fruits', 'Oil', 'Sugar', 'Toothpaste']",6,964.08,Mobile Payment,Delhi,Pharmacy,TRUE,Homemaker,Summer,BOGO (Buy One Get One)
100000591,03-11-2020 09:29,Customer_312,"['Toothpaste', 'Sugar']",2,329.78,Mobile Payment,Jaipur,Department Store,TRUE,Homemaker,Winter,Festive Offer
100000592,06-07-2023 03:22,Customer_488,"['Fruits', 'Bread', 'Snacks', 'Spices', 'Milk', 'Detergent']",6,973.7,Cash,Hyderabad,Grocery Store,TRUE,Student,Rainy,10% OFF
100000593,06-07-2020 06:29,Customer_376,"['Butter', 'Fruits']",2,168.04,Cash,Surat,Convenience Store,FALSE,Businessperson,Winter,None
100000594,15-10-2021 21:38,Customer_38,"['Chocolate', 'Eggs', 'Coffee', 'Bread']",4,551.44,Credit Card,Surat,Supermarket,FALSE,Student,Spring,BOGO (Buy One Get One)
100000595,21-04-2023 21:40,Customer_315,"['Rice', 'Snacks', 'Tea', 'Spices', 'Chocolate', 'Oil', 'Bread', 'Soap']",8,1305.37,Credit Card,Kolkata,Supermarket,TRUE,Businessperson,Winter,10% OFF
100000596,09-11-2022 16:03,Customer_254,"['Soap', 'Bread', 'Tea']",3,502.58,Credit Card,Jaipur,Department Store,TRUE,Student,Summer,BOGO (Buy One Get One)
100000597,21-09-2021 17:07,Customer_157,"['Fruits', 'Chocolate', 'Eggs', 'Cold Drink', 'Toothpaste', 'Biscuits']",6,614.92,Cash,Pune,Convenience Store,FALSE,Businessperson,Rainy,BOGO (Buy One Get One)
100000598,22-06-2021 16:06,Customer_479,"['Sugar', 'Butter', 'Cold Drink', 'Oil', 'Biscuits']",5,855.79,Mobile Payment,Ahmedabad,Supermarket,FALSE,Homemaker,Summer,Festive Offer
100000599,19-04-2024 09:21,Customer_10,"['Toothpaste', 'Snacks', 'Cold Drink', 'Sugar']",4,443.58,Cash,Hyderabad,Convenience Store,FALSE,Homemaker,Winter,None
100000600,12-05-2021 05:28,Customer_167,"['Spices', 'Chocolate', 'Milk', 'Shampoo', 'Biscuits', 'Eggs', 'Butter', 'Cold Drink']",8,885.14,Mobile Payment,Pune,Grocery Store,TRUE,Professional,Rainy,BOGO (Buy One Get One)
100000601,24-02-2023 03:00,Customer_225,"['Oil', 'Spices', 'Vegetables', 'Snacks']",4,679.17,Mobile Payment,Pune,Pharmacy,FALSE,Professional,Summer,10% OFF
100000602,17-08-2022 07:46,Customer_236,"['Oil', 'Toothpaste', 'Snacks', 'Vegetables', 'Rice', 'Bread']",6,636.83,Credit Card,Mumbai,Convenience Store,FALSE,Student,Rainy,Festive Offer
100000603,01-08-2021 19:37,Customer_171,"['Bread', 'Spices']",2,208.63,Mobile Payment,Jaipur,Department Store,TRUE,Businessperson,Summer,None
100000604,20-04-2024 23:20,Customer_221,"['Coffee', 'Biscuits', 'Butter', 'Oil', 'Bread']",5,842.14,UPI,Mumbai,Grocery Store,FALSE,Student,Spring,None
100000605,18-01-2020 07:41,Customer_166,"['Butter', 'Snacks', 'Detergent', 'Oil', 'Coffee', 'Fruits', 'Chocolate']",7,1323.11,Cash,Hyderabad,Pharmacy,TRUE,Student,Winter,None
100000606,15-05-2024 04:20,Customer_277,"['Bread', 'Oil', 'Spices', 'Detergent', 'Toothpaste', 'Eggs']",6,787.08,Cash,Kolkata,Supermarket,FALSE,Student,Spring,BOGO (Buy One Get One)
100000607,18-02-2022 01:40,Customer_229,"['Shampoo', 'Toothpaste', 'Spices', 'Biscuits', 'Eggs', 'Milk', 'Bread', 'Snacks']",8,1379.23,Credit Card,Ahmedabad,Department Store,TRUE,Student,Rainy,Festive Offer
100000608,06-06-2021 17:21,Customer_58,"['Rice', 'Biscuits', 'Shampoo', 'Tea', 'Vegetables', 'Fruits', 'Milk', 'Soap']",8,1215.24,UPI,Kolkata,Supermarket,FALSE,Homemaker,Winter,BOGO (Buy One Get One)
100000609,01-10-2024 08:29,Customer_91,"['Rice', 'Butter', 'Fruits', 'Spices', 'Vegetables', 'Sugar', 'Detergent', 'Shampoo', 'Biscuits', 'Coffee']",10,1417.65,Cash,Pune,Supermarket,TRUE,Student,Spring,BOGO (Buy One Get One)
100000610,18-09-2021 13:46,Customer_321,"['Snacks', 'Oil', 'Rice', 'Vegetables', 'Spices', 'Fruits']",6,968.33,Cash,Bengaluru,Supermarket,TRUE,Homemaker,Summer,None
100000611,09-05-2022 02:15,Customer_58,"['Coffee', 'Tea', 'Vegetables', 'Biscuits', 'Butter', 'Spices', 'Cold Drink', 'Shampoo']",8,1264.48,Mobile Payment,Kolkata,Grocery Store,TRUE,Professional,Summer,BOGO (Buy One Get One)
100000612,07-07-2024 04:52,Customer_116,"['Eggs', 'Shampoo']",2,280.22,Cash,Hyderabad,Pharmacy,TRUE,Homemaker,Rainy,Festive Offer
100000613,30-09-2023 20:09,Customer_267,"['Spices', 'Snacks', 'Butter', 'Oil', 'Tea', 'Soap', 'Fruits', 'Bread', 'Cold Drink']",9,1884.93,Cash,Bengaluru,Grocery Store,FALSE,Student,Spring,Festive Offer
100000614,22-10-2024 11:44,Customer_97,"['Shampoo', 'Coffee', 'Toothpaste', 'Spices', 'Snacks', 'Chocolate', 'Detergent', 'Milk', 'Sugar', 'Butter']",10,1616.15,Credit Card,Jaipur,Pharmacy,TRUE,Homemaker,Spring,None
100000615,17-01-2023 04:18,Customer_49,"['Coffee', 'Eggs', 'Spices', 'Cold Drink']",4,469.14,Mobile Payment,Jaipur,Department Store,FALSE,Professional,Summer,BOGO (Buy One Get One)
100000616,08-05-2024 00:34,Customer_102,"['Fruits', 'Butter', 'Biscuits', 'Vegetables', 'Milk', 'Shampoo']",6,955.81,Cash,Surat,Department Store,TRUE,Businessperson,Summer,10% OFF
100000617,10-04-2020 13:40,Customer_152,"['Fruits', 'Tea', 'Chocolate', 'Coffee', 'Oil', 'Bread', 'Sugar']",7,1112.07,Mobile Payment,Mumbai,Grocery Store,TRUE,Professional,Spring,BOGO (Buy One Get One)
100000618,14-04-2024 08:16,Customer_201,"['Tea', 'Shampoo', 'Toothpaste']",3,269.33,Credit Card,Bengaluru,Grocery Store,TRUE,Professional,Summer,Festive Offer
100000619,18-10-2020 22:56,Customer_142,"['Rice', 'Eggs', 'Fruits', 'Cold Drink', 'Spices', 'Shampoo']",6,908.74,UPI,Bengaluru,Supermarket,FALSE,Homemaker,Winter,Festive Offer
100000620,12-09-2024 08:43,Customer_58,"['Tea', 'Spices', 'Soap', 'Chocolate', 'Cold Drink', 'Eggs', 'Snacks', 'Milk']",8,1510.44,UPI,Ahmedabad,Supermarket,TRUE,Homemaker,Rainy,10% OFF
100000621,04-08-2023 17:20,Customer_169,"['Snacks', 'Sugar', 'Bread', 'Rice', 'Eggs', 'Spices', 'Shampoo']",7,1176.58,UPI,Jaipur,Convenience Store,FALSE,Businessperson,Winter,None
100000622,24-04-2023 21:56,Customer_489,"['Spices', 'Eggs']",2,275.64,Credit Card,Surat,Convenience Store,FALSE,Businessperson,Winter,10% OFF
100000623,18-08-2023 15:01,Customer_437,"['Spices', 'Fruits', 'Milk', 'Shampoo', 'Tea', 'Oil', 'Rice', 'Eggs']",8,1511.7,Credit Card,Pune,Pharmacy,FALSE,Professional,Rainy,Festive Offer
100000624,24-05-2024 01:37,Customer_167,"['Snacks', 'Soap', 'Toothpaste', 'Oil', 'Shampoo', 'Chocolate', 'Spices', 'Coffee']",8,1608.49,Credit Card,Delhi,Supermarket,FALSE,Homemaker,Spring,BOGO (Buy One Get One)
100000625,29-03-2024 13:03,Customer_104,"['Chocolate', 'Sugar', 'Oil', 'Coffee', 'Spices']",5,841.75,Credit Card,Jaipur,Convenience Store,TRUE,Businessperson,Winter,BOGO (Buy One Get One)
100000626,10-07-2020 03:05,Customer_365,"['Shampoo', 'Snacks', 'Butter', 'Oil', 'Sugar', 'Toothpaste', 'Bread', 'Coffee', 'Milk', 'Vegetables']",10,1434.98,Cash,Hyderabad,Department Store,FALSE,Professional,Summer,None
100000627,30-08-2021 08:19,Customer_494,['Biscuits'],1,150.15,UPI,Ahmedabad,Convenience Store,TRUE,Businessperson,Summer,Festive Offer
100000628,08-07-2023 19:38,Customer_455,"['Snacks', 'Sugar', 'Biscuits', 'Tea', 'Spices', 'Soap', 'Eggs']",7,1190.24,Cash,Delhi,Convenience Store,FALSE,Homemaker,Winter,BOGO (Buy One Get One)
100000629,14-01-2024 11:53,Customer_368,"['Detergent', 'Coffee', 'Snacks', 'Milk', 'Spices', 'Cold Drink', 'Biscuits', 'Tea', 'Chocolate']",9,1279.07,Credit Card,Delhi,Pharmacy,FALSE,Student,Spring,Festive Offer
100000630,13-12-2023 04:33,Customer_203,"['Coffee', 'Cold Drink', 'Vegetables', 'Spices']",4,829.56,Cash,Jaipur,Convenience Store,FALSE,Student,Winter,10% OFF
100000631,18-04-2023 04:05,Customer_397,"['Biscuits', 'Bread']",2,385.44,Cash,Hyderabad,Convenience Store,TRUE,Professional,Winter,Festive Offer
100000632,01-02-2024 04:04,Customer_170,"['Eggs', 'Shampoo']",2,461.68,UPI,Ahmedabad,Grocery Store,FALSE,Professional,Rainy,BOGO (Buy One Get One)
100000633,15-07-2020 10:37,Customer_182,"['Tea', 'Snacks', 'Chocolate']",3,190.04,Credit Card,Delhi,Pharmacy,FALSE,Student,Rainy,None
